Program ISN,﻿Program #,Task,Name,Task Level,Operation #,Call Task/Prg,Arg #,Variable
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",24,P# 408,91,"v_CL_NUMMER_rel2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",24,P# 408,95,"v_CL_BASIS_MUNTSRT_rel2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,102,"v_B_Rel2Rek2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,103,"v_B_Rel2Rek2 soort"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,104,"v_B_Rel2Rek2 munt"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,106,"v_B_Rel2 munt Bankprice"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,107,"v_B_Rel2 munt Marketprice"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,108,"v_B_Rel2 munt fac"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,109,"v_B_Rel2 munt rcp"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,110,"v_B_Rel2 munt notatie"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,111,"v_CL_RELATIE_TYPE_rel2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,112,"v_CL_BOEK_CATEGORIE_rel2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,40,"v_B_Rel1Rek2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,41,"v_B_Rel1Rek2Soort"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,42,"v_B_Rel1Rek2Munt"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,44,"v_B_Rel1 munt Bankprice"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,45,"v_B_Rel1 munt Marketprice"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,46,"v_Rel1 munt fac"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,47,"v_Rel1 munt rcp"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,48,"v_Rel1 munt notatie"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,91,"v_CL_NUMMER_rel2"
412,,".3.6.6.5","Overboeking Alleen Deponeren","Record Suffix",33,P# 408,95,"v_CL_BASIS_MUNTSRT_rel2"
419,,".1","Posities","Record Suffix",73,P# 408,40,"v_Rel1_Rek2_van"
419,,".1","Posities","Record Suffix",73,P# 408,41,"v_Rel1_Rek2_soort_van"
419,,".1","Posities","Record Suffix",73,P# 408,42,"v_Rel1_Rek2_munt_van"
419,,".1","Posities","Record Suffix",73,P# 408,44,"v_Rel1_munt_Bankprice van"
419,,".1","Posities","Record Suffix",73,P# 408,45,"v_Rel1_munt_Marketprice van"
419,,".1","Posities","Record Suffix",73,P# 408,46,"v_Rel1_munt_fac van"
419,,".1","Posities","Record Suffix",73,P# 408,47,"v_Rel1_munt_rcp van"
419,,".1","Posities","Record Suffix",73,P# 408,48,"v_Rel1_munt_notatie van"
419,,".1","Posities","Record Suffix",73,P# 408,102,"v_Rel2 Rek2"
419,,".1","Posities","Record Suffix",73,P# 408,103,"v_Rel2 Rek2 soort"
419,,".1","Posities","Record Suffix",73,P# 408,104,"v_Rel2 Rek2 munt"
419,,".1","Posities","Record Suffix",73,P# 408,106,"v_Rel2 munt Bankprice L"
419,,".1","Posities","Record Suffix",73,P# 408,107,"v_Rel2 munt Marketprice L"
419,,".1","Posities","Record Suffix",73,P# 408,108,"v_Rel2 munt fac"
419,,".1","Posities","Record Suffix",73,P# 408,109,"v_Rel2 munt rcp"
419,,".1","Posities","Record Suffix",73,P# 408,110,"v_Rel2 munt notatie"
419,,".1","Posities","Record Suffix",73,P# 408,111,"CL_RELATIE_TYPE_rel2"
419,,".1","Posities","Record Suffix",73,P# 408,112,"CL_BOEK_CATEGORIE_rel2"
419,,".1","Posities","Record Suffix",76,P# 408,40,"v_Rel1_Rek2_naar"
419,,".1","Posities","Record Suffix",76,P# 408,41,"v_Rel1_Rek2_soort_naar"
419,,".1","Posities","Record Suffix",76,P# 408,42,"v_Rel1_Rek2_munt_naar"
419,,".1","Posities","Record Suffix",76,P# 408,44,"v_Rel1_munt_Bankprice_naar"
419,,".1","Posities","Record Suffix",76,P# 408,45,"v_Rel1_munt_Marketprice naar"
419,,".1","Posities","Record Suffix",76,P# 408,46,"v_Rel1_munt_fac naar"
419,,".1","Posities","Record Suffix",76,P# 408,47,"v_Rel1_munt_rcp naar"
419,,".1","Posities","Record Suffix",76,P# 408,48,"v_Rel1_munt_notatie naar"
419,,".1","Posities","Record Suffix",73,P# 408,91
419,,".1","Posities","Record Suffix",73,P# 408,95,"CL_BASIS_MUNTSRT_rel2"
419,,".1","Posities","Record Suffix",76,P# 408,102,"v_Rel2 Rek2"
419,,".1","Posities","Record Suffix",76,P# 408,103,"v_Rel2 Rek2 soort"
419,,".1","Posities","Record Suffix",76,P# 408,104,"v_Rel2 Rek2 munt"
419,,".1","Posities","Record Suffix",76,P# 408,106,"v_Rel2 munt Bankprice D"
419,,".1","Posities","Record Suffix",76,P# 408,107,"v_Rel2 munt Marketprice D"
419,,".1","Posities","Record Suffix",76,P# 408,108,"v_Rel2 munt fac"
419,,".1","Posities","Record Suffix",76,P# 408,109,"v_Rel2 munt rcp"
419,,".1","Posities","Record Suffix",76,P# 408,110,"v_Rel2 munt notatie"
419,,".1","Posities","Record Suffix",76,P# 408,111,"CL_RELATIE_TYPE_rel2"
419,,".1","Posities","Record Suffix",76,P# 408,112,"CL_BOEK_CATEGORIE_rel2"
419,,".1","Posities","Record Suffix",76,P# 408,91
419,,".1","Posities","Record Suffix",76,P# 408,95,"CL_BASIS_MUNTSRT_rel2"
